"Laikotarpis","Rodiklis","Administracinė teritorija","Gyvenamoji vietovė","Matavimo vienetai","Reikšmė"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio r. sav.","Miestas","asmenys","1407"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio r. sav.","Kaimas","asmenys","34167"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio r. sav.","Miestas ir kaimas","asmenys","35417"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio r. sav.","Miestas","asmenys","1367"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio r. sav.","Kaimas","asmenys","34050"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio r. sav.","Miestas ir kaimas","asmenys","35209"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio r. sav.","Miestas","asmenys","1339"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio r. sav.","Kaimas","asmenys","33870"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio r. sav.","Miestas ir kaimas","asmenys","35020"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio r. sav.","Miestas","asmenys","1289"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Panevėžio r. sav.","Kaimas","asmenys","33731"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Pasvalio r. sav.","Miestas ir kaimas","asmenys","25896"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Pasvalio r. sav.","Miestas","asmenys","8110"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Pasvalio r. sav.","Kaimas","asmenys","17786"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Pasvalio r. sav.","Miestas ir kaimas","asmenys","25217"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Pasvalio r. sav.","Miestas","asmenys","7986"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Pasvalio r. sav.","Kaimas","asmenys","17231"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Pasvalio r. sav.","Miestas ir kaimas","asmenys","24386"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Pasvalio r. sav.","Miestas","asmenys","7714"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Pasvalio r. sav.","Kaimas","asmenys","16672"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Pasvalio r. sav.","Miestas ir kaimas","asmenys","23677"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Pasvalio r. sav.","Miestas","asmenys","7515"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Pasvalio r. sav.","Kaimas","asmenys","16162"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Pasvalio r. sav.","Miestas ir kaimas","asmenys","23092"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Pasvalio r. sav.","Miestas","asmenys","7426"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Pasvalio r. sav.","Kaimas","asmenys","15666"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Pasvalio r. sav.","Miestas ir kaimas","asmenys","22610"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Pasvalio r. sav.","Miestas","asmenys","7354"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Pasvalio r. sav.","Kaimas","asmenys","15256"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Pasvalio r. sav.","Miestas ir kaimas","asmenys","22054"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Pasvalio r. sav.","Miestas","asmenys","7240"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Pasvalio r. sav.","Kaimas","asmenys","14814"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Rokiškio r. sav.","Miestas ir kaimas","asmenys","31810"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Rokiškio r. sav.","Miestas","asmenys","14999"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Rokiškio r. sav.","Kaimas","asmenys","16811"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Rokiškio r. sav.","Miestas ir kaimas","asmenys","31028"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Rokiškio r. sav.","Miestas","asmenys","14631"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Rokiškio r. sav.","Kaimas","asmenys","16397"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Rokiškio r. sav.","Miestas ir kaimas","asmenys","29890"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Rokiškio r. sav.","Miestas","asmenys","14101"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Rokiškio r. sav.","Kaimas","asmenys","15789"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Rokiškio r. sav.","Miestas ir kaimas","asmenys","29093"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Rokiškio r. sav.","Miestas","asmenys","13781"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Rokiškio r. sav.","Kaimas","asmenys","15312"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Rokiškio r. sav.","Miestas ir kaimas","asmenys","28373"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Rokiškio r. sav.","Miestas","asmenys","13455"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Rokiškio r. sav.","Kaimas","asmenys","14918"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Rokiškio r. sav.","Miestas ir kaimas","asmenys","27831"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Rokiškio r. sav.","Miestas","asmenys","13196"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Rokiškio r. sav.","Kaimas","asmenys","14635"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Rokiškio r. sav.","Miestas ir kaimas","asmenys","27197"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Rokiškio r. sav.","Miestas","asmenys","12951"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Rokiškio r. sav.","Kaimas","asmenys","14246"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių apskritis","Miestas ir kaimas","asmenys","278796"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių apskritis","Miestas","asmenys","175040"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių apskritis","Kaimas","asmenys","103756"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių apskritis","Miestas ir kaimas","asmenys","273712"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių apskritis","Miestas","asmenys","171964"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių apskritis","Kaimas","asmenys","101748"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių apskritis","Miestas ir kaimas","asmenys","267464"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių apskritis","Miestas","asmenys","168344"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių apskritis","Kaimas","asmenys","99120"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių apskritis","Miestas ir kaimas","asmenys","264261"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių apskritis","Miestas","asmenys","166943"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių apskritis","Kaimas","asmenys","97318"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių apskritis","Miestas ir kaimas","asmenys","261693"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių apskritis","Miestas","asmenys","166413"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių apskritis","Kaimas","asmenys","95280"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių apskritis","Miestas ir kaimas","asmenys","261033"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių apskritis","Miestas","asmenys","167102"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių apskritis","Kaimas","asmenys","93931"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių apskritis","Miestas ir kaimas","asmenys","257890"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių apskritis","Miestas","asmenys","165298"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių apskritis","Kaimas","asmenys","92592"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Akmenės r. sav.","Miestas ir kaimas","asmenys","21105"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Akmenės r. sav.","Miestas","asmenys","13046"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Akmenės r. sav.","Kaimas","asmenys","8059"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Akmenės r. sav.","Miestas ir kaimas","asmenys","20524"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Akmenės r. sav.","Miestas","asmenys","12620"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Akmenės r. sav.","Kaimas","asmenys","7904"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Akmenės r. sav.","Miestas ir kaimas","asmenys","19893"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Akmenės r. sav.","Miestas","asmenys","12209"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Akmenės r. sav.","Kaimas","asmenys","7684"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Akmenės r. sav.","Miestas ir kaimas","asmenys","19419"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Akmenės r. sav.","Miestas","asmenys","11993"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Akmenės r. sav.","Kaimas","asmenys","7426"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Akmenės r. sav.","Miestas ir kaimas","asmenys","18927"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Akmenės r. sav.","Miestas","asmenys","11771"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Akmenės r. sav.","Kaimas","asmenys","7156"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Akmenės r. sav.","Miestas ir kaimas","asmenys","18672"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Akmenės r. sav.","Miestas","asmenys","11648"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Akmenės r. sav.","Kaimas","asmenys","7024"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Akmenės r. sav.","Miestas ir kaimas","asmenys","18390"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Akmenės r. sav.","Miestas","asmenys","11478"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Akmenės r. sav.","Kaimas","asmenys","6912"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Joniškio r. sav.","Miestas ir kaimas","asmenys","23424"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Joniškio r. sav.","Miestas","asmenys","10554"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Joniškio r. sav.","Kaimas","asmenys","12870"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Joniškio r. sav.","Miestas ir kaimas","asmenys","22832"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Joniškio r. sav.","Miestas","asmenys","10347"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Joniškio r. sav.","Kaimas","asmenys","12485"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Joniškio r. sav.","Miestas ir kaimas","asmenys","21993"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Joniškio r. sav.","Miestas","asmenys","10028"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Joniškio r. sav.","Kaimas","asmenys","11965"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Joniškio r. sav.","Miestas ir kaimas","asmenys","21423"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Joniškio r. sav.","Miestas","asmenys","9815"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Joniškio r. sav.","Kaimas","asmenys","11608"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Joniškio r. sav.","Miestas ir kaimas","asmenys","20901"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Joniškio r. sav.","Miestas","asmenys","9649"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Joniškio r. sav.","Kaimas","asmenys","11252"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Joniškio r. sav.","Miestas ir kaimas","asmenys","20543"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Joniškio r. sav.","Miestas","asmenys","9476"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Joniškio r. sav.","Kaimas","asmenys","11067"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Joniškio r. sav.","Miestas ir kaimas","asmenys","20199"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Joniškio r. sav.","Miestas","asmenys","9328"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Joniškio r. sav.","Kaimas","asmenys","10871"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Kelmės r. sav.","Miestas ir kaimas","asmenys","29078"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Kelmės r. sav.","Miestas","asmenys","11393"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Kelmės r. sav.","Kaimas","asmenys","17685"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Kelmės r. sav.","Miestas ir kaimas","asmenys","28254"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Kelmės r. sav.","Miestas","asmenys","11068"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Kelmės r. sav.","Kaimas","asmenys","17186"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Kelmės r. sav.","Miestas ir kaimas","asmenys","27199"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Kelmės r. sav.","Miestas","asmenys","10624"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Kelmės r. sav.","Kaimas","asmenys","16575"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Kelmės r. sav.","Miestas ir kaimas","asmenys","26335"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Kelmės r. sav.","Miestas","asmenys","10301"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Kelmės r. sav.","Kaimas","asmenys","16034"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Kelmės r. sav.","Miestas ir kaimas","asmenys","25657"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Kelmės r. sav.","Miestas","asmenys","10063"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Kelmės r. sav.","Kaimas","asmenys","15594"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Kelmės r. sav.","Miestas ir kaimas","asmenys","25156"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Kelmės r. sav.","Miestas","asmenys","9901"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Kelmės r. sav.","Kaimas","asmenys","15255"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Kelmės r. sav.","Miestas ir kaimas","asmenys","24499"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Kelmės r. sav.","Miestas","asmenys","9737"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Kelmės r. sav.","Kaimas","asmenys","14762"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Pakruojo r. sav.","Miestas ir kaimas","asmenys","21265"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Pakruojo r. sav.","Miestas","asmenys","6240"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Pakruojo r. sav.","Kaimas","asmenys","15025"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Pakruojo r. sav.","Miestas ir kaimas","asmenys","20664"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Pakruojo r. sav.","Miestas","asmenys","6090"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Pakruojo r. sav.","Kaimas","asmenys","14574"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Pakruojo r. sav.","Miestas ir kaimas","asmenys","19922"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Pakruojo r. sav.","Miestas","asmenys","5874"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Pakruojo r. sav.","Kaimas","asmenys","14048"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Pakruojo r. sav.","Miestas ir kaimas","asmenys","19307"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Pakruojo r. sav.","Miestas","asmenys","5725"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Pakruojo r. sav.","Kaimas","asmenys","13582"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Pakruojo r. sav.","Miestas ir kaimas","asmenys","18819"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Pakruojo r. sav.","Miestas","asmenys","5632"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Pakruojo r. sav.","Kaimas","asmenys","13187"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Pakruojo r. sav.","Miestas ir kaimas","asmenys","18383"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Pakruojo r. sav.","Miestas","asmenys","5561"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Pakruojo r. sav.","Kaimas","asmenys","12822"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Pakruojo r. sav.","Miestas ir kaimas","asmenys","18042"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Pakruojo r. sav.","Miestas","asmenys","5541"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Pakruojo r. sav.","Kaimas","asmenys","12501"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Radviliškio r. sav.","Miestas ir kaimas","asmenys","38662"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Radviliškio r. sav.","Miestas","asmenys","18882"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Radviliškio r. sav.","Kaimas","asmenys","19780"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Radviliškio r. sav.","Miestas ir kaimas","asmenys","37780"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Radviliškio r. sav.","Miestas","asmenys","18504"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Radviliškio r. sav.","Kaimas","asmenys","19276"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Radviliškio r. sav.","Miestas ir kaimas","asmenys","36503"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Radviliškio r. sav.","Miestas","asmenys","17895"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Radviliškio r. sav.","Kaimas","asmenys","18608"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Radviliškio r. sav.","Miestas ir kaimas","asmenys","35851"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Radviliškio r. sav.","Miestas","asmenys","17771"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Radviliškio r. sav.","Kaimas","asmenys","18080"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Radviliškio r. sav.","Miestas ir kaimas","asmenys","35204"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Radviliškio r. sav.","Miestas","asmenys","17701"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Radviliškio r. sav.","Kaimas","asmenys","17503"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Radviliškio r. sav.","Miestas ir kaimas","asmenys","34845"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Radviliškio r. sav.","Miestas","asmenys","17717"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Radviliškio r. sav.","Kaimas","asmenys","17128"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Radviliškio r. sav.","Miestas ir kaimas","asmenys","34297"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Radviliškio r. sav.","Miestas","asmenys","17576"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Radviliškio r. sav.","Kaimas","asmenys","16721"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių m. sav.","Miestas ir kaimas","asmenys","103726"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių m. sav.","Miestas","asmenys","103726"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių m. sav.","Kaimas","asmenys",
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių m. sav.","Miestas ir kaimas","asmenys","102143"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių m. sav.","Miestas","asmenys","102143"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių m. sav.","Kaimas","asmenys",
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių m. sav.","Miestas ir kaimas","asmenys","100693"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių m. sav.","Miestas","asmenys","100693"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių m. sav.","Kaimas","asmenys",
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių m. sav.","Miestas ir kaimas","asmenys","100401"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių m. sav.","Miestas","asmenys","100401"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių m. sav.","Kaimas","asmenys",
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių m. sav.","Miestas ir kaimas","asmenys","100707"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių m. sav.","Miestas","asmenys","100707"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių m. sav.","Kaimas","asmenys",
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių m. sav.","Miestas ir kaimas","asmenys","102031"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių m. sav.","Miestas","asmenys","102031"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių m. sav.","Kaimas","asmenys",
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių m. sav.","Miestas ir kaimas","asmenys","100970"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių m. sav.","Miestas","asmenys","100970"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių m. sav.","Kaimas","asmenys",
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių r. sav.","Miestas ir kaimas","asmenys","41536"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių r. sav.","Miestas","asmenys","11199"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių r. sav.","Kaimas","asmenys","30337"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių r. sav.","Miestas ir kaimas","asmenys","41515"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių r. sav.","Miestas","asmenys","11192"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių r. sav.","Kaimas","asmenys","30323"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių r. sav.","Miestas ir kaimas","asmenys","41261"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių r. sav.","Miestas","asmenys","11021"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių r. sav.","Kaimas","asmenys","30240"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių r. sav.","Miestas ir kaimas","asmenys","41525"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių r. sav.","Miestas","asmenys","10937"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių r. sav.","Kaimas","asmenys","30588"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių r. sav.","Miestas ir kaimas","asmenys","41478"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių r. sav.","Miestas","asmenys","10890"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių r. sav.","Kaimas","asmenys","30588"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių r. sav.","Miestas ir kaimas","asmenys","41403"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių r. sav.","Miestas","asmenys","10768"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių r. sav.","Kaimas","asmenys","30635"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių r. sav.","Miestas ir kaimas","asmenys","41493"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių r. sav.","Miestas","asmenys","10668"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Šiaulių r. sav.","Kaimas","asmenys","30825"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės apskritis","Miestas ir kaimas","asmenys","102056"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės apskritis","Miestas","asmenys","43342"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės apskritis","Kaimas","asmenys","58714"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės apskritis","Miestas ir kaimas","asmenys","100071"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės apskritis","Miestas","asmenys","42585"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės apskritis","Kaimas","asmenys","57486"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės apskritis","Miestas ir kaimas","asmenys","96980"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės apskritis","Miestas","asmenys","41185"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės apskritis","Kaimas","asmenys","55795"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės apskritis","Miestas ir kaimas","asmenys","94782"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės apskritis","Miestas","asmenys","40276"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės apskritis","Kaimas","asmenys","54506"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės apskritis","Miestas ir kaimas","asmenys","92733"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės apskritis","Miestas","asmenys","39695"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės apskritis","Kaimas","asmenys","53038"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės apskritis","Miestas ir kaimas","asmenys","91067"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės apskritis","Miestas","asmenys","39302"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės apskritis","Kaimas","asmenys","51765"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės apskritis","Miestas ir kaimas","asmenys","89367"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės apskritis","Miestas","asmenys","38857"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Tauragės apskritis","Kaimas","asmenys","50510"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Jurbarko r. sav.","Miestas ir kaimas","asmenys","27844"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Jurbarko r. sav.","Miestas","asmenys","11143"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Jurbarko r. sav.","Kaimas","asmenys","16701"
